"","edid","year","variable","party","value"
"320","30","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","282"
"321","30","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","165"
"322","30","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","416"
"323","30","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","76162"
"324","30","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","149633"
"325","31","2014","HORWATH","NEW DEMOCRATIC PARTY OF ONTARIO","18697"
"326","31","2014","MANN","COMMUNIST                      ","229"
"327","31","2014","MELANSON","FREEDOM                        ","334"
"328","31","2014","ORMOND","THE GREEN PARTY OF ONTARIO","3067"
"329","31","2014","TIQUI.SHEBIB","TIQUI.SHEBIB","8450"
"330","31","2014","VAIL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","5173"
"331","31","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","170"
"332","31","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","114"
"333","31","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","494"
"334","31","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","36728"
"335","31","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","82062"
"336","32","2014","BROWN","THE GREEN PARTY OF ONTARIO","7574"
"337","32","2014","BURNISON","ONTARIO LIBERTARIAN PARTY","676"
"338","32","2014","JOHNSTON","FREEDOM                        ","254"
"339","32","2014","LUKSIC","ONTARIO LIBERAL PARTY","12433"
"340","32","2014","MILLER","NEW DEMOCRATIC PARTY OF ONTARIO","19958"
"341","32","2014","ZINK","THE GREEN PARTY OF ONTARIO","1742"
"342","32","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","236"
"343","32","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","117"
"344","32","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","373"
"345","32","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","43363"
"346","32","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","88782"
"347","33","2014","GOODWIN","FREEDOM                        ","320"
"348","33","2014","LENKO","THE GREEN PARTY OF ONTARIO","2047"
"349","33","2014","MARSHALL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","8795"
"350","33","2014","MIRZA","ONTARIO LIBERAL PARTY","14508"
"351","33","2014","TAYLOR","NEW DEMOCRATIC PARTY OF ONTARIO","23006"
"352","33","2014","WIENHOLD","ONTARIO LIBERTARIAN PARTY","379"
"353","33","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","248"
"354","33","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","131"
"355","33","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","431"
"356","33","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","49865"
"357","33","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94360"
"358","34","2014","JOHNSTONE","NEW DEMOCRATIC PARTY OF ONTARIO","10843"
"359","34","2014","MAISTER","ONTARIO LIBERTARIAN PARTY","323"
"360","34","2014","SCHENK","ONTARIO LIBERAL PARTY","14647"
"361","34","2014","THOMPSON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","18512"
"362","34","2014","VALENTA","EQUAL PARENTING PARTY","128"
"363","34","2014","WERSTINE","THE GREEN PARTY OF ONTARIO","1651"
"364","34","2014","ZETTEL","FAMILY COALITION PARTY OF ONTARIO","1353"
"365","34","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","197"
"366","34","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","141"
"367","34","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","427"
"368","34","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","48222"
"369","34","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","80428"
"370","35","2014","CAMPBELL","NEW DEMOCRATIC PARTY OF ONTARIO","12889"
"371","35","2014","LEEK","ONTARIO LIBERAL PARTY","3652"
"372","35","2014","MCKILLOP","THE GREEN PARTY OF ONTARIO","711"
"373","35","2014","NICKLE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","5905"
"374","35","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","78"
"375","35","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","37"
"376","35","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","46"
"377","35","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","23318"
"378","35","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","49912"
"379","36","2014","BAIN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","10652"
"380","36","2014","HOLLAND","NEW DEMOCRATIC PARTY OF ONTARIO","14811"
"381","36","2014","KILEY","THE GREEN PARTY OF ONTARIO","3566"
"382","36","2014","KIWALA","ONTARIO LIBERAL PARTY","20838"
"383","36","2014","REID","FREEDOM                        ","242"
"384","36","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","160"
"385","36","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","160"
"386","36","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","243"
"387","36","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","50672"
"388","36","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","97188"
"389","37","2014","BERNIER","ONTARIO LIBERTARIAN PARTY","557"
"390","37","2014","JOHNSTON","FREEDOM                        ","9765"
"391","37","2014","SMITH","THE GREEN PARTY OF ONTARIO","2472"
"392","37","2014","VERNILE","ONTARIO LIBERAL PARTY","18472"
"393","37","2014","WETTLAUFER","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","11550"
"394","37","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","193"
"395","37","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","111"
"396","37","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","361"
"397","37","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","43481"
"398","37","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","83170"
"399","38","2014","HARRIS","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","17083"
"400","38","2014","SCHUMM","ONTARIO LIBERTARIAN PARTY","1001"
"401","38","2014","VILLENEUVE","NEW DEMOCRATIC PARTY OF ONTARIO","9958"
"402","38","2014","WEBER","THE GREEN PARTY OF ONTARIO","3277"
"403","38","2014","WRIGHT","ONTARIO LIBERAL PARTY","15664"
"404","38","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","199"
"405","38","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","108"
"406","38","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","467"
"407","38","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","47757"
"408","38","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94886"
"409","39","2014","BURTON","ONTARIO LIBERAL PARTY","16534"
"410","39","2014","DANCKERT","THE GREEN PARTY OF ONTARIO","2859"
"411","39","2014","FIFE","NEW DEMOCRATIC PARTY OF ONTARIO","20536"
"412","39","2014","SCHULZ","ONTARIO LIBERTARIAN PARTY","481"
"413","39","2014","WEILER","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","14450"
"414","39","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","169"
"415","39","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","86"
"416","39","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","368"
"417","39","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","55483"
"418","39","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","100972"
"419","40","2014","ARMSTRONG","THE GREEN PARTY OF ONTARIO","2104"
"420","40","2014","DURNIN","FREEDOM                        ","242"
"421","40","2014","HILL","COMMUNIST                      ","12160"
"422","40","2014","LEWIS","NONE OF THE ABOVE PARTY OF ONTARIO","558"
"423","40","2014","MCNAUGHTON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","20710"
"424","40","2014","RADAN","ONTARIO LIBERAL PARTY","9298"
"425","40","2014","VANDER.VLOET","VANDER.VLOET","568"
"426","40","2014","WILLSON","ONTARIO LIBERTARIAN PARTY","207"
"427","40","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","190"
"428","40","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","145"
"429","40","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","318"
"430","40","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46500"
"431","40","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","81678"
"432","41","2014","HILLIER","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","21966"
"433","41","2014","MACDONALD","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15037"
"434","41","2014","MATHER","THE GREEN PARTY OF ONTARIO","3283"
"435","41","2014","PARKHILL","NEW DEMOCRATIC PARTY OF ONTARIO","10184"
"436","41","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","185"
"437","41","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","114"
"438","41","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","307"
"439","41","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","51076"
"440","41","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","94674"
"441","42","2014","BOWERING","THE GREEN PARTY OF ONTARIO","2030"
"442","42","2014","CLARK","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","23253"
"443","42","2014","GABRIEL","ONTARIO LIBERTARIAN PARTY","471"
"444","42","2014","LUNDY","NEW DEMOCRATIC PARTY OF ONTARIO","7219"
"445","42","2014","MILKS","ONTARIO LIBERAL PARTY","8499"
"446","42","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","191"
"447","42","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","84"
"448","42","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","232"
"449","42","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","41979"
"450","42","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","79415"
"451","43","2014","ARMSTRONG","THE GREEN PARTY OF ONTARIO","17903"
"452","43","2014","HAMADI","INDEPENDENT","112"
"453","43","2014","HARNICK","ONTARIO LIBERTARIAN PARTY","386"
"454","43","2014","MARCELLIN","ONTARIO LIBERAL PARTY","7066"
"455","43","2014","MCKEEVER","FREEDOM                        ","467"
"456","43","2014","ROBSON","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","8196"
"457","43","2014","SORRELL","THE GREEN PARTY OF ONTARIO","1378"
"458","43","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","151"
"459","43","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","79"
"460","43","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","248"
"461","43","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","35986"
"462","43","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","77524"
"463","44","2014","BRANSCOMBE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12016"
"464","44","2014","BRYANT","NEW DEMOCRATIC PARTY OF ONTARIO","13853"
"465","44","2014","LABONTE","THE GREEN PARTY OF ONTARIO","2445"
"466","44","2014","MANSUR","FREEDOM                        ","639"
"467","44","2014","MATTHEWS","ONTARIO LIBERAL PARTY","16379"
"468","44","2014","MCKEE","COMMUNIST                      ","115"
"469","44","2014","SPOTTISWOOD","PAUPER PARTY OF ONTARIO","70"
"470","44","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","185"
"471","44","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","112"
"472","44","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","382"
"473","44","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","46196"
"474","44","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","91997"
"475","45","2014","BENNETT","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","16295"
"476","45","2014","GRETZKY","FREEDOM                        ","1188"
"477","45","2014","MCALISTER","THE GREEN PARTY OF ONTARIO","2310"
"478","45","2014","SATTLER","NEW DEMOCRATIC PARTY OF ONTARIO","22243"
"479","45","2014","STEINBURG","ONTARIO LIBERAL PARTY","13070"
"480","45","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","164"
"481","45","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","96"
"482","45","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","373"
"483","45","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","55739"
"484","45","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","99472"
"485","46","2014","CHAN","ONTARIO LIBERAL PARTY","21517"
"486","46","2014","KORMOS.HAWKINS","KORMOS.HAWKINS","4205"
"487","46","2014","O.BRIEN","O.BRIEN","1509"
"488","46","2014","SMALL","ONTARIO LIBERTARIAN PARTY","444"
"489","46","2014","THAYAPARAN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","14241"
"490","46","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","204"
"491","46","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","193"
"492","46","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","166"
"493","46","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","42479"
"494","46","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","95367"
"495","47","2014","ACHESON","THE GREEN PARTY OF ONTARIO","1302"
"496","47","2014","ALILOVIC","INDEPENDENT","351"
"497","47","2014","GILL","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","11251"
"498","47","2014","LEVESQUE","ONTARIO LIBERTARIAN PARTY","993"
"499","47","2014","MANGAT","ONTARIO LIBERAL PARTY","19923"
"500","47","2014","TROAKE","NEW DEMOCRATIC PARTY OF ONTARIO","6906"
"501","47","2014","VEZINA","NONE OF THE ABOVE PARTY OF ONTARIO","597"
"502","47","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","306"
"503","47","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","117"
"504","47","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","150"
"505","47","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","41896"
"506","47","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","101010"
"507","48","2014","CATENA","EQUAL PARENTING PARTY","234"
"508","48","2014","CHURCHIN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","10479"
"509","48","2014","DAMERLA","ONTARIO LIBERAL PARTY","20934"
"510","48","2014","IWANUSIW","ONTARIO LIBERTARIAN PARTY","788"
"511","48","2014","KARIM","NEW DEMOCRATIC PARTY OF ONTARIO","6158"
"512","48","2014","NGUYEN","THE GREEN PARTY OF ONTARIO","1408"
"513","48","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","260"
"514","48","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","142"
"515","48","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","155"
"516","48","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","40558"
"517","48","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","92402"
"518","49","2014","BILEK","NEW DEMOCRATIC PARTY OF ONTARIO","7730"
"519","49","2014","GUPTA","THE GREEN PARTY OF ONTARIO","1216"
"520","49","2014","JEWELL","ONTARIO LIBERTARIAN PARTY","873"
"521","49","2014","KIYANI","FAMILY COALITION PARTY OF ONTARIO","474"
"522","49","2014","TAKHAR","ONTARIO LIBERAL PARTY","25356"
"523","49","2014","VEZINA","NONE OF THE ABOVE PARTY OF ONTARIO","641"
"524","49","2014","WHITE","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","15474"
"525","49","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","228"
"526","49","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","165"
"527","49","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","221"
"528","49","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","52378"
"529","49","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","111690"
"530","50","2014","JONES","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","1418"
"531","50","2014","WEBER","THE GREEN PARTY OF ONTARIO","591"
"532","50","2014","JUDSON","ONTARIO LIBERTARIAN PARTY","355"
"533","50","2014","ROSOLAK","NEW DEMOCRATIC PARTY OF ONTARIO","4649"
"534","50","2014","SOUSA","ONTARIO LIBERAL PARTY","22192"
"535","50","2014","TRIANTAFILOPOULOS","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","14514"
"536","50","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","159"
"537","50","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","74"
"538","50","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","217"
"539","50","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","44169"
"540","50","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","82480"
"541","51","2014","DELANEY","ONTARIO LIBERAL PARTY","22587"
"542","51","2014","SIKKA","NEW DEMOCRATIC PARTY OF ONTARIO","5885"
"543","51","2014","TANGRI","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","12060"
"544","51","2014","VEZINA","NONE OF THE ABOVE PARTY OF ONTARIO","524"
"545","51","2014","WALACH","ONTARIO LIBERTARIAN PARTY","342"
"546","51","2014","WARNER","THE GREEN PARTY OF ONTARIO","1566"
"547","51","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","213"
"548","51","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","96"
"549","51","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","183"
"550","51","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","43456"
"551","51","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","92937"
"552","52","2014","CORCORAN","ONTARIO LIBERTARIAN PARTY","940"
"553","52","2014","DAGENAIS","NEW DEMOCRATIC PARTY OF ONTARIO","8628"
"554","52","2014","KUBANEK","THE GREEN PARTY OF ONTARIO","3630"
"555","52","2014","MACLEOD","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","30901"
"556","52","2014","UPPAL","ONTARIO LIBERAL PARTY","21974"
"557","52","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","279"
"558","52","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","112"
"559","52","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","375"
"560","52","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","66839"
"561","52","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","120669"
"562","53","2014","BAXTER","CANADIANS' CHOICE PARTY","922"
"563","53","2014","DUFF","NEW DEMOCRATIC PARTY OF ONTARIO","6023"
"564","53","2014","JENKINS","ONTARIO LIBERTARIAN PARTY","579"
"565","53","2014","ROBLIN","THE GREEN PARTY OF ONTARIO","2144"
"566","53","2014","TWINNEY","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","19585"
"567","53","2014","YACIUK","TRILLIUM PARTY OF ONTARIO","83"
"568","53","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","242"
"569","53","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","116"
"570","53","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","397"
"571","53","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","53088"
"572","53","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","99407"
"573","54","2014","BEAM","NONE OF THE ABOVE PARTY OF ONTARIO","478"
"574","54","2014","BITTER","THE GREEN PARTY OF ONTARIO","1724"
"575","54","2014","GATES","NEW DEMOCRATIC PARTY OF ONTARIO","24131"
"576","54","2014","MAVES","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","16702"
"577","54","2014","PANUCCI","ONTARIO LIBERTARIAN PARTY","559"
"578","54","2014","TUPMAN","ONTARIO LIBERAL PARTY","7329"
"579","54","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","270"
"580","54","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","128"
"581","54","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","242"
"582","54","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","51563"
"583","54","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","100698"
"584","55","2014","HUDAK","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","23378"
"585","55","2014","KARATOPIS","ONTARIO LIBERTARIAN PARTY","970"
"586","55","2014","KRZYZANOWSKI","THE GREEN PARTY OF ONTARIO","3004"
"587","55","2014","MCCORMACK","NEW DEMOCRATIC PARTY OF ONTARIO","12423"
"588","55","2014","MOSSEY","ONTARIO LIBERAL PARTY","15843"
"589","55","2014","PEACOCK","FREEDOM                        ","284"
"590","55","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","282"
"591","55","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","132"
"592","55","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","638"
"593","55","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","56954"
"594","55","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","97201"
"595","56","2014","BLAY","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","3827"
"596","56","2014","DAHLSTROM","THE GREEN PARTY OF ONTARIO","1145"
"597","56","2014","GÉLINAS","GÉLINAS","20104"
"598","56","2014","TREGONNING","ONTARIO LIBERAL PARTY","7031"
"599","56","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","146"
"600","56","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","61"
"601","56","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","138"
"602","56","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","32452"
"603","56","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","64910"
"604","57","2014","CLEMENT","INDEPENDENT","208"
"605","57","2014","ELLIOTT","ONTARIO LIBERTARIAN PARTY","377"
"606","57","2014","FEDELI","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","13085"
"607","57","2014","GIROUX","NEW DEMOCRATIC PARTY OF ONTARIO","8057"
"608","57","2014","PELTIER","THE GREEN PARTY OF ONTARIO","1188"
"609","57","2014","WHITING","ONTARIO LIBERAL PARTY","8382"
"610","57","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","156"
"611","57","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","62"
"612","57","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","198"
"613","57","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","31713"
"614","57","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","60422"
"615","58","2014","LUDORF.WEAVER","LUDORF.WEAVER","2283"
"616","58","2014","MEES","NEW DEMOCRATIC PARTY OF ONTARIO","9211"
"617","58","2014","MILLIGAN","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","19583"
"618","58","2014","RINALDI","ONTARIO LIBERAL PARTY","23419"
"619","58","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","221"
"620","58","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","115"
"621","58","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","394"
"622","58","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","55226"
"623","58","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","98945"
"624","59","2014","BOELLING","ONTARIO LIBERTARIAN PARTY","1358"
"625","59","2014","JACZEK","ONTARIO LIBERAL PARTY","36782"
"626","59","2014","KRAUTER","NEW DEMOCRATIC PARTY OF ONTARIO","9355"
"627","59","2014","MELARA","THE GREEN PARTY OF ONTARIO","2791"
"628","59","2014","VILENSKY","TRILLIUM PARTY OF ONTARIO","213"
"629","59","2014","WASSEF","PROGRESSIVE CONSERVATIVE PARTY OF ONTARIO","30256"
"630","59","2014","REJECTED.AS.TO.MARKINGS","REJECTED.AS.TO.MARKINGS","416"
"631","59","2014","UNMARKED.BY.VOTER","UNMARKED.BY.VOTER","299"
"632","59","2014","BALLOTS.DECLINED.BY.VOTERS","BALLOTS.DECLINED.BY.VOTERS","441"
"633","59","2014","TOTAL.VOTER.TURNOUT","TOTAL.VOTER.TURNOUT","81911"
"634","59","2014","NAMES.ON.LIST.OF.ELECTOR","NAMES.ON.LIST.OF.ELECTOR","177255"
"635","60","2014","CHLOBOWSKI","THE GREEN PARTY OF ONTARIO","1887"
